Date,AMD,BTC-USD,ETH-USD,NET,NKE
2017-05-27,,2038.8699951171875,,,
2017-05-28,,2155.800048828125,,,
2017-05-29,,2255.610107421875,,,
2017-05-30,11.119999885559082,2175.469970703125,,,50.28006362915039
2017-05-31,11.1899995803833,2286.409912109375,,,50.34658432006836
2017-06-01,10.930000305175781,2407.8798828125,,,49.86035919189453
2017-06-02,10.899999618530273,2488.550048828125,,,50.50864028930664
2017-06-03,,2515.35009765625,,,
2017-06-04,,2511.81005859375,,,
2017-06-05,11.239999771118164,2686.81005859375,,,50.53724670410156
2017-06-06,12.029999732971191,2863.199951171875,,,50.03196716308594
2017-06-07,12.380000114440918,2732.159912109375,,,50.74697494506836
2017-06-08,12.899999618530273,2805.6201171875,,,50.718379974365234
2017-06-09,12.279999732971191,2823.81005859375,,,50.966251373291016
2017-06-10,,2947.7099609375,,,
2017-06-11,,2958.110107421875,,,
2017-06-12,12.09000015258789,2659.6298828125,,,51.509674072265625
2017-06-13,11.960000038146973,2717.02001953125,,,51.776611328125
2017-06-14,11.770000457763672,2506.3701171875,,,52.11028289794922
2017-06-15,11.5,2464.580078125,,,50.432373046875
2017-06-16,11.4399995803833,2518.56005859375,,,48.716339111328125
2017-06-17,,2655.8798828125,,,
2017-06-18,,2548.2900390625,,,
2017-06-19,11.930000305175781,2589.60009765625,,,49.59342575073242
2017-06-20,12.640000343322754,2721.7900390625,,,49.154884338378906
2017-06-21,13.979999542236328,2689.10009765625,,,50.136844635009766
2017-06-22,14.380000114440918,2705.409912109375,,,49.9556999206543
2017-06-23,14.170000076293945,2744.909912109375,,,50.384700775146484
2017-06-24,,2608.719970703125,,,
2017-06-25,,2589.409912109375,,,
2017-06-26,14.079999923706055,2478.449951171875,,,50.79465866088867
2017-06-27,13.399999618530273,2552.449951171875,,,50.48004913330078
2017-06-28,13.229999542236328,2574.7900390625,,,50.87091827392578
2017-06-29,12.600000381469727,2539.320068359375,,,50.68978500366211
2017-06-30,12.479999542236328,2480.840087890625,,,56.24783706665039
2017-07-01,,2434.550048828125,,,
2017-07-02,,2506.469970703125,,,
2017-07-03,12.149999618530273,2564.06005859375,,,55.914154052734375
2017-07-04,,2601.639892578125,,,
2017-07-05,13.1899995803833,2601.989990234375,,,54.875003814697266
2017-07-06,13.020000457763672,2608.56005859375,,,54.4936637878418
2017-07-07,13.359999656677246,2518.659912109375,,,55.27540588378906
2017-07-08,,2571.340087890625,,,
2017-07-09,,2518.43994140625,,,
2017-07-10,13.8100004196167,2372.56005859375,,,55.99043273925781
2017-07-11,13.890000343322754,2337.7900390625,,,55.46607971191406
2017-07-12,14.289999961853027,2398.840087890625,,,55.504215240478516
2017-07-13,13.529999732971191,2357.89990234375,,,55.237281799316406
2017-07-14,13.920000076293945,2233.340087890625,,,55.294471740722656
2017-07-15,,1998.8599853515625,,,
2017-07-16,,1929.8199462890625,,,
2017-07-17,13.800000190734863,2228.409912109375,,,55.09427261352539
2017-07-18,13.479999542236328,2318.8798828125,,,54.9608039855957
2017-07-19,13.550000190734863,2273.429931640625,,,55.07520294189453
2017-07-20,13.800000190734863,2817.60009765625,,,56.343170166015625
2017-07-21,13.880000114440918,2667.760009765625,,,57.15351867675781
2017-07-22,,2810.1201171875,,,
2017-07-23,,2730.39990234375,,,
2017-07-24,14.15999984741211,2754.860107421875,,,56.20016098022461
2017-07-25,14.109999656677246,2576.47998046875,,,56.619632720947266
2017-07-26,14.760000228881836,2529.449951171875,,,55.637691497802734
2017-07-27,14.119999885559082,2671.780029296875,,,55.43748092651367
2017-07-28,13.949999809265137,2809.010009765625,,,55.933223724365234
2017-07-29,,2726.449951171875,,,
2017-07-30,,2757.179931640625,,,
2017-07-31,13.609999656677246,2875.340087890625,,,56.29549789428711
2017-08-01,13.710000038146973,2718.260009765625,,,57.048641204833984
2017-08-02,13.369999885559082,2710.669921875,,,57.0009880065918
2017-08-03,13.239999771118164,2804.72998046875,,,57.33465576171875
2017-08-04,13.119999885559082,2895.889892578125,,,56.972373962402344
2017-08-05,,3252.909912109375,,,
2017-08-06,,3213.93994140625,,,
2017-08-07,13.430000305175781,3378.93994140625,,,57.0009880065918
2017-08-08,13.109999656677246,3419.93994140625,,,56.686370849609375
2017-08-09,12.829999923706055,3342.469970703125,,,57.10585403442383
2017-08-10,12.119999885559082,3381.280029296875,,,56.31456756591797
2017-08-11,12.229999542236328,3650.6201171875,,,56.21923065185547
2017-08-12,,3884.7099609375,,,
2017-08-13,,4073.260009765625,,,
2017-08-14,12.760000228881836,4325.1298828125,,,56.99144744873047
2017-08-15,13.020000457763672,4181.93017578125,,,55.8283576965332
2017-08-16,12.630000114440918,4376.6298828125,,,55.80929946899414
2017-08-17,12.34000015258789,4331.68994140625,,,54.7796630859375
2017-08-18,12.369999885559082,4160.6201171875,,,52.386749267578125
2017-08-19,,4193.7001953125,,,
2017-08-20,,4087.659912109375,,,
2017-08-21,12.050000190734863,4001.739990234375,,,51.109256744384766
2017-08-22,12.170000076293945,4100.52001953125,,,51.60499954223633
2017-08-23,12.479999542236328,4151.52001953125,,,51.109256744384766
2017-08-24,12.5,4334.68017578125,,,51.328529357910156
2017-08-25,12.430000305175781,4371.60009765625,,,51.385719299316406
2017-08-26,,4352.39990234375,,,
2017-08-27,,4382.8798828125,,,
2017-08-28,12.229999542236328,4382.66015625,,,51.22365951538086
2017-08-29,12.149999618530273,4579.02001953125,,,50.270301818847656
2017-08-30,12.670000076293945,4565.2998046875,,,50.10823440551758
2017-08-31,13.0,4703.39013671875,,,50.51959228515625
2017-09-01,13.1899995803833,4892.009765625,,,51.04573059082031
2017-09-02,,4578.77001953125,,,
2017-09-03,,4582.9599609375,,,
2017-09-04,,4236.31005859375,,,
2017-09-05,12.920000076293945,4376.52978515625,,,50.710914611816406
2017-09-06,12.859999656677246,4597.1201171875,,,50.47174835205078
2017-09-07,12.630000114440918,4599.8798828125,,,50.11780548095703
2017-09-08,12.25,4228.75,,,49.936038970947266
2017-09-09,,4226.06005859375,,,
2017-09-10,,4122.93994140625,,,
2017-09-11,12.550000190734863,4161.27001953125,,,50.73004913330078
2017-09-12,12.300000190734863,4130.81005859375,,,51.08400344848633
2017-09-13,12.220000267028809,3882.590087890625,,,51.198795318603516
2017-09-14,12.260000228881836,3154.949951171875,,,51.39968490600586
2017-09-15,12.520000457763672,3637.52001953125,,,51.533607482910156
2017-09-16,,3625.0400390625,,,
2017-09-17,,3582.8798828125,,,
2017-09-18,13.079999923706055,4065.199951171875,,,51.17966079711914
2017-09-19,13.119999885559082,3924.969970703125,,,51.017032623291016
2017-09-20,13.739999771118164,3905.949951171875,,,51.237064361572266
2017-09-21,13.40999984741211,3631.0400390625,,,50.88311004638672
2017-09-22,13.300000190734863,3630.699951171875,,,50.930938720703125
2017-09-23,,3792.39990234375,,,
2017-09-24,,3682.840087890625,,,
2017-09-25,12.609999656677246,3926.070068359375,,,50.921363830566406
2017-09-26,12.449999809265137,3892.35009765625,,,51.37098693847656
2017-09-27,12.739999771118164,4200.669921875,,,50.38565444946289
2017-09-28,12.739999771118164,4174.72998046875,,,50.347389221191406
2017-09-29,12.75,4163.06982421875,,,49.60122299194336
2017-09-30,,4338.7099609375,,,
2017-10-01,,4403.740234375,,,
2017-10-02,12.710000038146973,4409.31982421875,,,49.62035369873047
2017-10-03,13.420000076293945,4317.47998046875,,,49.23769760131836
2017-10-04,13.3100004196167,4229.35986328125,,,49.82124710083008
2017-10-05,13.34000015258789,4328.41015625,,,49.91691207885742
2017-10-06,13.229999542236328,4370.81005859375,,,50.146507263183594
2017-10-07,,4426.89013671875,,,
2017-10-08,,4610.47998046875,,,
2017-10-09,13.470000267028809,4772.02001953125,,,49.28553009033203
2017-10-10,13.699999809265137,4781.990234375,,,49.295101165771484
2017-10-11,13.880000114440918,4826.47998046875,,,48.81678771972656
2017-10-12,14.199999809265137,5446.91015625,,,48.625465393066406
2017-10-13,14.220000267028809,5647.2099609375,,,48.768951416015625
2017-10-14,,5831.7900390625,,,
2017-10-15,,5678.18994140625,,,
2017-10-16,14.260000228881836,5725.58984375,,,49.14203643798828
2017-10-17,14.15999984741211,5605.509765625,,,49.74472427368164
2017-10-18,14.069999694824219,5590.68994140625,,,50.031700134277344
2017-10-19,13.949999809265137,5708.52001953125,,,50.404788970947266
2017-10-20,13.8100004196167,6011.4501953125,,,50.758750915527344
2017-10-21,,6031.60009765625,,,
2017-10-22,,6008.419921875,,,
2017-10-23,14.100000381469727,5930.31982421875,,,51.332725524902344
2017-10-24,14.25,5526.64013671875,,,51.10313415527344
2017-10-25,12.329999923706055,5750.7998046875,,,52.55720901489258
2017-10-26,12.010000228881836,5904.830078125,,,54.34611129760742
2017-10-27,11.84000015258789,5780.89990234375,,,53.5329704284668
2017-10-28,,5753.08984375,,,
2017-10-29,,6153.85009765625,,,
2017-10-30,10.890000343322754,6130.52978515625,,,52.87289047241211
2017-10-31,10.989999771118164,6468.39990234375,,,52.60504913330078
2017-11-01,10.800000190734863,6767.31005859375,,,52.68157196044922
2017-11-02,10.850000381469727,7078.5,,,52.729400634765625
2017-11-03,11.119999885559082,7207.759765625,,,53.29380416870117
2017-11-04,,7379.9501953125,,,
2017-11-05,,7407.41015625,,,
2017-11-06,11.930000305175781,7022.759765625,,,53.6094970703125
2017-11-07,12.050000190734863,7144.3798828125,,,52.758094787597656
2017-11-08,11.710000038146973,7459.68994140625,,,53.341644287109375
2017-11-09,11.119999885559082,7143.580078125,320.8840026855469,,53.69560241699219
2017-11-10,11.260000228881836,6618.14013671875,299.25299072265625,,53.65732955932617
2017-11-11,,6357.60009765625,314.6809997558594,,
2017-11-12,,5950.06982421875,307.9079895019531,,
2017-11-13,11.09000015258789,6559.490234375,316.71600341796875,,53.48514175415039
2017-11-14,11.119999885559082,6635.75,337.6310119628906,,53.55210494995117
2017-11-15,11.069999694824219,7315.5400390625,333.35699462890625,,54.173912048339844
2017-11-16,11.25,7871.68994140625,330.92401123046875,,54.74788284301758
2017-11-17,11.380000114440918,7708.990234375,332.3940124511719,,56.62287902832031
2017-11-18,,7790.14990234375,347.61199951171875,,
2017-11-19,,8036.490234375,354.385986328125,,
2017-11-20,11.34000015258789,8200.6396484375,366.7300109863281,,56.68027114868164
2017-11-21,11.399999618530273,8071.259765625,360.4010009765625,,56.814205169677734
2017-11-22,11.369999885559082,8253.5498046875,380.6520080566406,,56.508087158203125
2017-11-23,,8038.77001953125,410.1659851074219,,
2017-11-24,11.380000114440918,8253.6904296875,474.9110107421875,,56.74724197387695
2017-11-25,,8790.919921875,466.2760009765625,,
2017-11-26,,9330.5498046875,471.3299865722656,,
2017-11-27,11.550000190734863,9818.349609375,480.3550109863281,,57.04379653930664
2017-11-28,11.170000076293945,10058.7998046875,472.9020080566406,,56.99596405029297
2017-11-29,10.829999923706055,9888.6103515625,427.52301025390625,,57.74213790893555
2017-11-30,10.890000343322754,10233.599609375,447.114013671875,,57.799530029296875
2017-12-01,10.729999542236328,10975.599609375,466.5400085449219,,57.47320556640625
2017-12-02,,11074.599609375,463.4490051269531,,
2017-12-03,,11323.2001953125,465.8529968261719,,
2017-12-04,10.029999732971191,11657.2001953125,470.2040100097656,,57.684364318847656
2017-12-05,9.90999984741211,11916.7001953125,463.281005859375,,57.991485595703125
2017-12-06,10.0,14291.5,428.5880126953125,,57.31963348388672
2017-12-07,10.039999961853027,17899.69921875,434.4079895019531,,58.16425704956055
2017-12-08,9.9399995803833,16569.400390625,456.031005859375,,58.836124420166016
2017-12-09,,15178.2001953125,473.50201416015625,,
2017-12-10,,15455.400390625,441.72100830078125,,
2017-12-11,10.15999984741211,16936.80078125,515.135986328125,,59.421607971191406
2017-12-12,9.899999618530273,17415.400390625,651.4310302734375,,59.67115783691406
2017-12-13,10.109999656677246,16408.19921875,702.7670288085938,,61.715545654296875
2017-12-14,10.130000114440918,16564.0,695.8159790039062,,61.93628692626953
2017-12-15,10.289999961853027,17706.900390625,684.447998046875,,62.185848236083984
2017-12-16,,19497.400390625,696.208984375,,
2017-12-17,,19140.80078125,719.9749755859375,,
2017-12-18,10.979999542236328,19114.19921875,794.64501953125,,62.205047607421875
2017-12-19,10.949999809265137,17776.69921875,826.822998046875,,61.657958984375
2017-12-20,10.979999542236328,16624.599609375,819.0859985351562,,61.034088134765625
2017-12-21,10.890000343322754,15802.900390625,821.06298828125,,62.166648864746094
2017-12-22,10.539999961853027,13831.7998046875,674.8599853515625,,60.74614334106445
2017-12-23,,14699.2001953125,719.3870239257812,,
2017-12-24,,13925.7998046875,694.1480102539062,,
2017-12-25,,14026.599609375,765.833984375,,
2017-12-26,10.460000038146973,16099.7998046875,773.8359985351562,,61.091670989990234
2017-12-27,10.529999732971191,15838.5,762.8419799804688,,60.4197998046875
2017-12-28,10.550000190734863,14606.5,737.0230102539062,,60.4197998046875
2017-12-29,10.279999732971191,14656.2001953125,753.5919799804688,,60.035884857177734
2017-12-30,,12952.2001953125,717.2570190429688,,
2017-12-31,,14156.400390625,756.7329711914062,,
2018-01-01,,13657.2001953125,772.6409912109375,,
2018-01-02,10.979999542236328,14982.099609375,884.4439697265625,,60.9380989074707
2018-01-03,11.550000190734863,15201.0,962.719970703125,,60.92850112915039
2018-01-04,12.119999885559082,15599.2001953125,980.9219970703125,,60.89011001586914
2018-01-05,11.880000114440918,17429.5,997.719970703125,,61.40840148925781
2018-01-06,,17527.0,1041.6800537109375,,
2018-01-07,,16477.599609375,1153.1700439453125,,
2018-01-08,12.279999732971191,15170.099609375,1148.530029296875,,61.955501556396484
2018-01-09,11.819999694824219,14595.400390625,1299.739990234375,,61.51397705078125
2018-01-10,11.960000038146973,14973.2998046875,1255.8199462890625,,61.63875198364258
2018-01-11,12.140000343322754,13405.7998046875,1154.9300537109375,,61.70594024658203
2018-01-12,12.020000457763672,13980.599609375,1273.199951171875,,62.0706672668457
2018-01-13,,14360.2001953125,1396.4200439453125,,
2018-01-14,,13772.0,1366.77001953125,,
2018-01-15,,13819.7998046875,1291.9200439453125,,
2018-01-16,11.90999984741211,11490.5,1053.68994140625,,60.87092590332031
2018-01-17,12.180000305175781,11188.599609375,1014.25,,61.24523162841797
2018-01-18,12.470000267028809,11474.900390625,1036.280029296875,,61.53317642211914
2018-01-19,12.59000015258789,11607.400390625,1039.0999755859375,,64.5085678100586
2018-01-20,,12899.2001953125,1155.1500244140625,,
2018-01-21,,11600.099609375,1049.5799560546875,,
2018-01-22,12.649999618530273,10931.400390625,1003.260009765625,,63.72153854370117
2018-01-23,12.9399995803833,10868.400390625,986.22900390625,,64.4413833618164
2018-01-24,12.710000038146973,11359.400390625,1058.780029296875,,65.2668228149414
2018-01-25,12.40999984741211,11259.400390625,1056.030029296875,,64.98848724365234
2018-01-26,12.949999809265137,11171.400390625,1055.1700439453125,,65.30522155761719
2018-01-27,,11440.7001953125,1107.0699462890625,,
2018-01-28,,11786.2998046875,1246.010009765625,,
2018-01-29,13.319999694824219,11296.400390625,1182.3599853515625,,64.86372375488281
2018-01-30,12.869999885559082,10106.2998046875,1071.1300048828125,,64.62376403808594
2018-01-31,13.739999771118164,10221.099609375,1118.31005859375,,65.47797393798828
2018-02-01,13.25,9170.5400390625,1036.7900390625,,64.9308853149414
2018-02-02,12.449999809265137,8830.75,915.7849731445312,,64.51818084716797
2018-02-03,,9174.91015625,964.0189819335938,,
2018-02-04,,8277.009765625,834.6820068359375,,
2018-02-05,11.569999694824219,6955.27001953125,697.9509887695312,,61.801918029785156
2018-02-06,11.649999618530273,7754.0,793.1220092773438,,62.59856033325195
2018-02-07,11.600000381469727,7621.2998046875,757.0679931640625,,62.992088317871094
2018-02-08,11.220000267028809,8265.58984375,817.8070068359375,,59.978294372558594
2018-02-09,11.3100004196167,8736.98046875,883.864990234375,,62.85771942138672
2018-02-10,,8621.900390625,860.4149780273438,,
2018-02-11,,8129.97021484375,814.6599731445312,,
2018-02-12,11.680000305175781,8926.5703125,868.7069702148438,,63.32802963256836
2018-02-13,11.779999732971191,8598.3095703125,845.2579956054688,,63.22244644165039
2018-02-14,12.199999809265137,9494.6298828125,923.5609741210938,,65.22844696044922
2018-02-15,12.1899995803833,10166.400390625,936.9760131835938,,65.545166015625
2018-02-16,11.819999694824219,10233.900390625,944.2100219726562,,65.55477142333984
2018-02-17,,11112.7001953125,974.114990234375,,
2018-02-18,,10551.7998046875,923.9210205078125,,
2018-02-19,,11225.2998046875,943.864990234375,,
2018-02-20,12.020000457763672,11403.7001953125,895.3709716796875,,64.7773208618164
2018-02-21,11.720000267028809,10690.400390625,849.9710083007812,,64.35502624511719
2018-02-22,11.84000015258789,10005.0,812.844970703125,,64.43180847167969
2018-02-23,12.069999694824219,10301.099609375,864.1890258789062,,65.42041778564453
2018-02-24,,9813.0703125,840.5150146484375,,
2018-02-25,,9664.73046875,844.8099975585938,,
2018-02-26,12.420000076293945,10366.7001953125,869.3150024414062,,66.85050964355469
2018-02-27,12.529999732971191,10725.599609375,878.2650146484375,,65.2956314086914
2018-02-28,12.109999656677246,10397.900390625,855.198974609375,,64.33580017089844
2018-03-01,11.899999618530273,10951.0,872.2000122070312,,63.654354095458984
2018-03-02,11.8100004196167,11086.400390625,856.85302734375,,63.432952880859375
2018-03-03,,11489.7001953125,857.2249755859375,,
2018-03-04,,11512.599609375,866.677978515625,,
2018-03-05,11.90999984741211,11573.2998046875,853.6840209960938,,62.62425994873047
2018-03-06,11.760000228881836,10779.900390625,816.9509887695312,,62.80717086791992
2018-03-07,12.239999771118164,9965.5703125,752.8309936523438,,61.77707290649414
2018-03-08,11.970000267028809,9395.009765625,704.5960083007812,,62.68203353881836
2018-03-09,11.699999809265137,9337.5498046875,728.916015625,,63.82764434814453
2018-03-10,,8866.0,686.8900146484375,,
2018-03-11,,9578.6298828125,723.3389892578125,,
2018-03-12,11.520000457763672,9205.1201171875,699.8309936523438,,64.3282470703125
2018-03-13,11.640000343322754,9194.849609375,690.8270263671875,,63.702510833740234
2018-03-14,11.359999656677246,8269.8095703125,614.291015625,,63.73136520385742
2018-03-15,11.460000038146973,8300.8603515625,611.3040161132812,,63.91427230834961
2018-03-16,11.470000267028809,8338.349609375,601.666015625,,63.45218276977539
2018-03-17,,7916.8798828125,552.7789916992188,,
2018-03-18,,8223.6796875,538.6439819335938,,
2018-03-19,11.430000305175781,8630.650390625,556.7260131835938,,63.25965118408203
2018-03-20,11.109999656677246,8913.4697265625,557.1749877929688,,64.30899810791016
2018-03-21,11.260000228881836,8929.2802734375,561.7319946289062,,63.87577438354492
2018-03-22,10.90999984741211,8728.4697265625,539.7020263671875,,62.01774597167969
2018-03-23,10.630000114440918,8879.6201171875,539.6190185546875,,62.21992111206055
2018-03-24,,8668.1201171875,526.4390258789062,,
2018-03-25,,8495.7802734375,524.2869873046875,,
2018-03-26,10.4399995803833,8209.400390625,489.95098876953125,,63.44255065917969
2018-03-27,10.0,7833.0400390625,450.1159973144531,,63.702510833740234
2018-03-28,9.8100004196167,7954.47998046875,446.27899169921875,,62.999717712402344
2018-03-29,10.050000190734863,7165.7001953125,385.9679870605469,,63.962425231933594
2018-03-30,,6890.52001953125,394.6449890136719,,
2018-03-31,,6973.52978515625,396.4570007324219,,
2018-04-01,,6844.22998046875,379.60699462890625,,
2018-04-02,9.529999732971191,7083.7998046875,386.42498779296875,,61.72893524169922
2018-04-03,9.550000190734863,7456.10986328125,416.89300537109375,,64.21271514892578
2018-04-04,9.770000457763672,6853.83984375,380.5429992675781,,65.86859130859375
2018-04-05,10.020000457763672,6811.47021484375,383.23199462890625,,66.99496459960938
2018-04-06,9.609999656677246,6636.31982421875,370.2850036621094,,65.0310287475586
2018-04-07,,6911.08984375,385.3139953613281,,
2018-04-08,,7023.52001953125,400.50799560546875,,
2018-04-09,9.529999732971191,6770.72998046875,398.5260009765625,,64.67483520507812
2018-04-10,9.979999542236328,6834.759765625,414.2430114746094,,64.50154113769531
2018-04-11,9.819999694824219,6968.31982421875,430.5400085449219,,64.337890625
2018-04-12,10.079999923706055,7889.25,492.9410095214844,,65.24282836914062
2018-04-13,9.930000305175781,7895.9599609375,492.7349853515625,,64.7422103881836
2018-04-14,,7986.240234375,501.4779968261719,,
2018-04-15,,8329.1103515625,531.7020263671875,,
2018-04-16,10.09000015258789,8058.669921875,511.1470031738281,,64.55928802490234
2018-04-17,10.520000457763672,7902.08984375,502.8940124511719,,64.99251556396484
2018-04-18,10.359999656677246,8163.419921875,524.7890014648438,,63.73136520385742
2018-04-19,10.109999656677246,8294.3095703125,567.8889770507812,,63.278892517089844
2018-04-20,9.989999771118164,8845.830078125,615.718017578125,,63.625484466552734
2018-04-21,,8895.580078125,605.39501953125,,
2018-04-22,,8802.4599609375,621.8599853515625,,
2018-04-23,10.039999961853027,8930.8798828125,642.5479736328125,,64.38601684570312
2018-04-24,10.09000015258789,9697.5,708.1580200195312,,64.47267150878906
2018-04-25,9.710000038146973,8845.740234375,615.416015625,,64.183837890625
2018-04-26,11.039999961853027,9281.509765625,662.8090209960938,,65.51239013671875
2018-04-27,11.109999656677246,8987.0498046875,647.031982421875,,66.96607208251953
2018-04-28,,9348.48046875,683.677978515625,,
2018-04-29,,9419.080078125,688.8809814453125,,
2018-04-30,10.880000114440918,9240.5498046875,669.9240112304688,,65.83972930908203
2018-05-01,11.130000114440918,9119.009765625,673.6129760742188,,65.5605239868164
2018-05-02,10.970000267028809,9235.919921875,687.1489868164062,,65.71456909179688
2018-05-03,10.930000305175781,9743.8603515625,779.5430297851562,,64.40528106689453
2018-05-04,11.279999732971191,9700.759765625,785.6240234375,,65.5605239868164
2018-05-05,,9858.150390625,816.1199951171875,,
2018-05-06,,9654.7998046875,792.3109741210938,,
2018-05-07,11.59000015258789,9373.009765625,753.7249755859375,,66.75426483154297
2018-05-08,11.609999656677246,9234.8203125,752.8569946289062,,65.90709686279297
2018-05-09,11.949999809265137,9325.1796875,752.2750244140625,,65.41612243652344
2018-05-10,12.130000114440918,9043.9404296875,727.2769775390625,,65.38723754882812
2018-05-11,11.949999809265137,8441.490234375,679.5859985351562,,65.87820434570312
2018-05-12,,8504.8896484375,686.0479736328125,,
2018-05-13,,8723.9404296875,733.4959716796875,,
2018-05-14,12.229999542236328,8716.7900390625,730.5490112304688,,66.27291870117188
2018-05-15,12.449999809265137,8510.3798828125,708.8709716796875,,66.90831756591797
2018-05-16,12.819999694824219,8368.830078125,707.0499877929688,,68.67967987060547
2018-05-17,12.819999694824219,8094.31982421875,672.656982421875,,68.29461669921875
2018-05-18,13.0,8250.9697265625,694.3670043945312,,68.66045379638672
2018-05-19,,8247.1796875,696.530029296875,,
2018-05-20,,8513.25,715.3690185546875,,
2018-05-21,12.989999771118164,8418.990234375,699.2219848632812,,68.71821594238281
2018-05-22,12.979999542236328,8041.77978515625,647.7410278320312,,68.65081024169922
2018-05-23,13.100000381469727,7557.81982421875,583.5850219726562,,68.67967987060547
2018-05-24,13.40999984741211,7587.33984375,601.7550048828125,,69.48836517333984
2018-05-25,13.539999961853027,7480.14013671875,586.7340087890625,,69.5557632446289
2018-05-26,,7355.8798828125,587.280029296875,,
2018-05-27,,7368.22021484375,572.6680297851562,,
2018-05-28,,7135.990234375,516.0360107421875,,
2018-05-29,13.359999656677246,7472.58984375,565.3880004882812,,68.27536010742188
2018-05-30,13.819999694824219,7406.52001953125,559.5900268554688,,69.53650665283203
2018-05-31,13.729999542236328,7494.169921875,577.64501953125,,69.12256622314453
2018-06-01,14.399999618530273,7541.4501953125,580.0430297851562,,70.2424087524414
2018-06-02,,7643.4501953125,591.8079833984375,,
2018-06-03,,7720.25,618.3289794921875,,
2018-06-04,14.850000381469727,7514.47021484375,592.9849853515625,,71.275390625
2018-06-05,14.850000381469727,7633.759765625,609.302978515625,,71.48777770996094
2018-06-06,15.670000076293945,7653.97998046875,607.1240234375,,72.16353607177734
2018-06-07,14.890000343322754,7678.240234375,605.18701171875,,72.17320251464844
2018-06-08,15.25,7624.919921875,601.0770263671875,,72.30835723876953
2018-06-09,,7531.97998046875,597.56201171875,,
2018-06-10,,6786.02001953125,526.47900390625,,
2018-06-11,15.729999542236328,6906.919921875,533.2839965820312,,72.00907897949219
2018-06-12,15.850000381469727,6582.35986328125,496.8429870605469,,71.71946716308594
2018-06-13,16.31999969482422,6349.89990234375,477.4939880371094,,71.54569244384766
2018-06-14,16.25,6675.35009765625,519.7420043945312,,72.11527252197266
2018-06-15,16.34000015258789,6456.580078125,491.0039978027344,,73.21583557128906
2018-06-16,,6550.16015625,499.6419982910156,,
